id,Skin Care Clinic,Location,Services,Product,Rep_Name,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Total_Revenue
697,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Jake Henderson,2/4/2020,666424071,3/4/2020,85,2000,5565891.87
698,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Angela Edmunds,2/4/2020,184170186,2/17/2020,64,700,2273523.68
699,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Alexander Mackay,2/6/2020,672327935,2/6/2020,67,600,460221.63
700,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Alexander Clarkson,2/8/2020,977313554,3/29/2020,77,500,1574222.1
701,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,David Nash,2/10/2020,850108611,2/25/2020,64,700,45567.72
702,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Rose Cameron,2/13/2020,984673964,3/5/2020,64,700,1471178.64
703,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Christian Wilson,2/17/2020,395563447,3/30/2020,81,2000,3253806.63
704,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Ava Scott,2/18/2020,686458671,3/8/2020,67,600,590907.9
705,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Dominic Wright,2/22/2020,544219195,3/9/2020,77,500,1112631.3
706,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Stewart Hughes,2/22/2020,363329732,2/22/2020,81,2000,4035548.37
707,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Brandon Allan,2/25/2020,720307290,3/28/2020,74,900,583733.34
708,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Benjamin Nolan,3/2/2020,634153020,3/11/2020,81,2000,5747579.46
709,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Diana Black,3/4/2020,679414975,4/17/2020,77,500,585010.8
710,Skin Care Clinic,"Caturay, Gerona, Tarlac",Diamond Peel,Vitamin E Cream,Owen Howard,3/8/2020,680517470,3/25/2020,96,700,994120.16
711,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Virginia Hemmings,3/9/2020,532846200,4/20/2020,67,600,807982.78
712,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Robert Cameron,3/10/2020,775724732,3/20/2020,64,700,776306.48
713,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Donna Hardacre,3/15/2020,768522679,3/27/2020,81,2000,273728.52
714,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Gabrielle Lyman,3/17/2020,470897471,4/22/2020,55,500,3445573.2
715,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Max Cornish,3/20/2020,869397771,4/17/2020,93,280,1255122.75
716,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Jennifer Morgan,3/21/2020,652889430,4/15/2020,93,280,1411643.94
717,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Phil Paige,3/23/2020,685871589,4/5/2020,74,900,539210
718,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Alexander Bower,3/23/2020,401116263,3/31/2020,74,900,1243418.26
719,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Liam Knox,3/26/2020,155128943,5/5/2020,64,700,1265422.96
720,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Brandon Powell,3/30/2020,925405299,5/1/2020,77,500,1408427.9
721,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Carl Vaughan,4/3/2020,901712167,4/17/2020,81,2000,3596632.83
722,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Abigail Avery,4/5/2020,128090989,4/27/2020,81,2000,2556132.75
723,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Jake Nolan,4/8/2020,243882596,5/11/2020,81,2000,6104646.45
724,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Sonia Johnston,4/9/2020,358099639,4/29/2020,81,2000,5532680.16
725,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Sophie Berry,4/18/2020,682489430,5/23/2020,67,1200,125457.8
726,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Jack Walker,4/21/2020,650727784,6/6/2020,55,500,1603212.4
727,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Carol Rees,4/27/2020,267066323,5/19/2020,77,500,1998375.5
728,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Una Murray,5/8/2020,763568961,6/7/2020,81,2000,897017.82
729,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Edward Springer,5/10/2020,517935693,6/16/2020,67,600,615917.28
730,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Andrew Edmunds,5/13/2020,860232770,6/4/2020,67,1200,40237.6
731,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Penelope Alsop,5/21/2020,954259860,6/4/2020,67,600,453846.69
732,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Edward Hamilton,5/22/2020,590198266,6/1/2020,81,2000,249773.46
733,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Dominic Ferguson,5/26/2020,360820043,7/2/2020,64,700,32878.92
734,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Dominic Pullman,6/4/2020,795451629,6/19/2020,81,2000,446404.36
735,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Joseph Hardacre,6/5/2020,179970920,6/25/2020,67,1200,296515.05
736,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Jason Howard,6/9/2020,925333631,7/25/2020,64,700,52611.87
737,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Skin Peeling,Provamed Gluta,Samantha Reid,6/10/2020,873105657,6/23/2020,93,280,2061.93
738,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Bella Blake,6/13/2020,698002040,7/29/2020,74,900,488370.2
739,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Justin Brown,6/15/2020,537578904,7/9/2020,67,1200,18932.55
740,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Irene Vaughan,6/17/2020,576700961,7/23/2020,81,2000,5002000.95
741,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Stephen Mackay,6/17/2020,636879432,7/3/2020,93,280,2376084.48
742,Skin Care Clinic,"Caturay, Gerona, Tarlac",Diamond Peel,Vitamin E Cream,Madeleine Harris,6/18/2020,867360150,7/1/2020,96,700,1092581.44
743,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Caroline Thomson,6/21/2020,935371100,7/6/2020,64,700,1518660.72
744,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Emily Chapman,6/24/2020,953554761,7/28/2020,67,1200,327357.55
745,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Sally Cornish,6/24/2020,433871400,7/1/2020,67,900,160838.64
746,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Michelle Hudson,6/25/2020,215434443,6/30/2020,77,500,142755.8
747,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Edward Skinner,6/25/2020,859686028,7/10/2020,77,500,1862613.5
748,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Stephen Coleman,6/27/2020,505975615,7/4/2020,81,2000,1263820.14
749,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Steven Blake,6/30/2020,499009597,7/9/2020,81,2000,4482929.64
750,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Owen Marshall,7/12/2020,109956681,7/24/2020,64,700,1909494.4
751,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Wendy Walker,7/14/2020,974337804,8/7/2020,81,2000,4719991.01
752,Skin Care Clinic,"Caturay, Gerona, Tarlac",Diamond Peel,Vitamin E Cream,Ella Hemmings,7/22/2020,847999322,8/6/2020,96,700,76386.72
753,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Paul Rutherford,7/25/2020,597918736,9/11/2020,55,500,2752611.2
754,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Melanie Miller,7/26/2020,312927377,9/7/2020,81,2000,664234.2
755,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Sebastian Roberts,8/1/2020,816632068,9/19/2020,81,2000,5490351.51
756,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Diana Howard,8/3/2020,666678130,9/21/2020,67,1200,176941.05
757,Skin Care Clinic,"Caturay, Gerona, Tarlac",Diamond Peel,Vitamin E Cream,Peter McGrath,8/5/2020,105117976,9/9/2020,96,700,611968
758,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Bella May,8/8/2020,110667788,9/10/2020,81,2000,1207365.54
759,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Richard Ellison,8/8/2020,644913613,9/7/2020,67,600,255324.52
760,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Sophie Nash,8/9/2020,154119145,9/21/2020,93,280,2588295.15
761,Skin Care Clinic,"Caturay, Gerona, Tarlac",Diamond Peel,Vitamin E Cream,Joan Parsons,8/10/2020,669355189,9/26/2020,96,700,648030.4
762,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Heather MacDonald,8/12/2020,510978686,9/30/2020,64,700,2247229.84
763,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Gabrielle Ball,8/19/2020,956433522,9/12/2020,81,2000,5722833.48
764,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Benjamin Fraser,8/23/2020,928647124,8/30/2020,67,600,504764.48
765,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Jack Lee,8/26/2020,262749040,8/30/2020,67,600,174493.55
766,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Sally Dyer,8/31/2020,588200986,10/15/2020,81,2000,389423.58
767,Skin Care Clinic,"Caturay, Gerona, Tarlac",Diamond Peel,Vitamin E Cream,Julian Parr,9/2/2020,835054767,10/9/2020,96,700,12785.76
768,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Angela Butler,9/5/2020,229571187,9/18/2020,81,2000,2651075.91
769,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Madeleine Dickens,9/8/2020,939787089,9/9/2020,64,700,699211.92
770,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Jason Lawrence,9/8/2020,218629920,10/20/2020,66,700,1610050.96
771,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Amy Slater,9/16/2020,430967319,10/5/2020,81,2000,1109996.47
772,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Una Walsh,9/18/2020,925264966,10/18/2020,55,500,2325904
773,Skin Care Clinic,"Caturay, Gerona, Tarlac",Diamond Peel,Vitamin E Cream,Karen Avery,9/19/2020,284870612,10/7/2020,96,700,917842.72
774,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Diane Hodges,9/19/2020,212058293,10/6/2020,66,700,412532.48
775,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Oliver Nolan,9/28/2020,474222981,10/26/2020,66,700,503667.44
776,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Sebastian Burgess,9/30/2020,893779695,11/7/2020,81,2000,5293034.88
777,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Luke Pullman,10/11/2020,473555219,11/6/2020,77,500,898497.6
778,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Sonia Greene,10/15/2020,414715278,11/4/2020,81,2000,1551054.67
779,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Stephen Baker,10/16/2020,948607051,11/27/2020,67,900,425359.66
780,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Jake Fisher,10/17/2020,925504004,12/6/2020,93,280,2555387.73
781,Skin Care Clinic,"Caturay, Gerona, Tarlac",Diamond Peel,Vitamin E Cream,Gavin Pullman,10/20/2020,509214437,11/2/2020,96,700,734580.16
782,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Isaac Mitchell,10/23/2020,837067067,10/26/2020,67,900,863044.12
783,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Molly Parr,10/26/2020,659798800,12/2/2020,81,2000,5197958.22
784,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,James Churchill,10/26/2020,352176463,12/5/2020,81,2000,3709292.16
785,Skin Care Clinic,"Gerona, Tarlac",Laser Hair Removal,Ketoconazole,Kimberly Jones,10/28/2020,210409057,12/4/2020,81,2000,2324819.7
786,Skin Care Clinic,"Caturay, Gerona, Tarlac",Diamond Peel,Vitamin E Cream,Grace Roberts,10/31/2020,166013562,11/26/2020,94,700,650980.96
787,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Stephanie Lewis,10/31/2020,802078616,12/9/2020,55,500,761165.2
788,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Una Hunter,11/2/2020,635397565,11/21/2020,67,600,581427.22
789,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Sebastian Marshall,11/8/2020,293258845,11/14/2020,67,1200,31506.8
790,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Sonia Gray,11/8/2020,837855851,11/8/2020,55,500,3943544
791,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Adam Davidson,11/13/2020,618474757,12/31/2020,66,700,2368743.12
792,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Karen Skinner,11/15/2020,740760314,11/21/2020,67,1200,298602.85
793,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Skin Peeling,Provamed Gluta,Phil Sharp,11/20/2020,282475936,11/28/2020,93,280,91079.46
794,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Jennifer Mathis,11/24/2020,824200189,11/26/2020,67,900,1233404.36
795,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Sonia Butler,12/1/2020,263506495,12/14/2020,77,500,1292413.1
796,Skin Care Clinic,"Caturay, Gerona, Tarlac",Diamond Peel,Vitamin E Cream,Joe Edmunds,12/6/2020,310343015,12/28/2020,94,700,682890.72
797,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,William Greene,12/10/2020,136931979,12/13/2020,81,2000,45584.7
798,Skin Care Clinic,"Caturay, Gerona, Tarlac",Diamond Peel,Vitamin E Cream,Hannah Lambert,12/12/2020,770478332,1/24/2021,94,700,56279.2
799,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Bernadette Langdon,12/14/2020,888670623,12/16/2020,81,2000,4063550.4
800,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Lucas Dowd,12/16/2020,938025844,1/21/2021,67,900,238330.82
801,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Olivia Gill,12/17/2020,642683303,1/20/2021,77,500,643018.2
802,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Richard Howard,12/18/2020,567588317,12/26/2020,67,1200,40379.95
803,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Leah Lambert,12/19/2020,808538234,1/16/2021,77,500,675930.2
804,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Lillian Roberts,12/19/2020,737890565,1/15/2021,67,900,1089358.26
805,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Irene Hill,12/20/2020,544485270,1/5/2021,55,500,1812631.2
806,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Carl Burgess,12/24/2020,102928006,1/31/2021,67,600,616162.47
807,Skin Care Clinic,"Caturay, Gerona, Tarlac",Diamond Peel,Vitamin E Cream,Sam King,12/29/2020,451010930,1/19/2021,94,700,329151.36
808,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Claire Clark,1/1/2021,118002879,1/7/2021,67,600,697075.17
809,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Harry Kelly,1/3/2021,123670709,2/1/2021,66,700,1471944.48
810,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Nathan Kerr,1/3/2021,795000588,1/8/2021,67,600,588129.08
811,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Dorothy Buckland,1/4/2021,659845149,1/29/2021,66,700,433465.44
812,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Lillian Newman,1/6/2021,867222821,2/6/2021,93,280,3948468.51
813,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Connor Metcalfe,1/6/2021,453569972,2/19/2021,55,500,126350.8
814,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Skin Peeling,Provamed Gluta,Molly Forsyth,1/9/2021,793938434,2/8/2021,93,280,26870.4
815,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Abigail Anderson,1/17/2021,746434152,2/5/2021,81,2000,3547177.16
816,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Nicholas Short,1/17/2021,991831386,1/29/2021,55,500,1662671.6
817,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Audrey McLean,1/19/2021,465418040,2/26/2021,81,2000,975901.68
818,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Amelia Black,1/20/2021,357222878,3/9/2021,93,280,3815151.27
819,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Jonathan Wilkins,1/24/2021,346045577,2/20/2021,81,2000,931881.51
820,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Bernadette Hill,1/25/2021,289606320,2/14/2021,81,2000,6549714.27
821,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Skin Peeling,Provamed Gluta,Stewart Oliver,1/28/2021,561255729,2/1/2021,93,280,64349.01
822,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Benjamin Quinn,2/13/2021,242024362,3/17/2021,66,700,2359297.76
823,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Amanda Forsyth,2/18/2021,349157369,4/5/2021,66,700,581783.12
824,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Adam Mills,2/18/2021,396820008,3/20/2021,67,900,1034358.84
825,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Jan May,2/21/2021,708063542,3/19/2021,77,500,121774.4
826,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Simon Kelly,2/24/2021,869589173,3/17/2021,55,500,4203678
827,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Brandon Peake,2/27/2021,791975486,3/20/2021,67,1200,94947.45
828,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Victoria Ball,3/1/2021,402646195,3/28/2021,81,2000,528782.52
829,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Colin Greene,3/2/2021,431535089,3/19/2021,66,700,2470344.56
830,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,William Johnston,3/8/2021,276661765,4/20/2021,81,2000,6160781.13
831,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Heather Piper,3/9/2021,800084340,4/21/2021,81,2000,1036075.11
832,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Amelia Henderson,3/9/2021,461408460,3/15/2021,81,2000,1506269.76
833,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Andrew Berry,3/16/2021,823699796,4/19/2021,66,700,2534675.12
834,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Olivia Randall,3/19/2021,234825313,3/23/2021,81,2000,5784698.43
835,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Adam Allan,3/27/2021,877424657,4/10/2021,55,500,3632694.8
836,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Max Parr,4/3/2021,745182311,5/5/2021,55,500,2124792
837,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Jacob Morgan,4/4/2021,237660729,4/30/2021,67,1200,377037.7
838,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Stephen Wilkins,4/16/2021,694687259,6/2/2021,67,1200,106857.4
839,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Ian Ellison,4/16/2021,779897391,5/5/2021,81,2000,1193785.92
840,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Jonathan Murray,4/19/2021,448817956,4/22/2021,67,1200,192741.9
841,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Rachel Abraham,4/24/2021,769822585,5/15/2021,67,900,995997.9
842,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Nicholas McLean,4/25/2021,405997025,5/12/2021,81,2000,1560950.37
843,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Anne Randall,4/27/2021,991644704,5/18/2021,81,2000,5719722.93
844,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Kevin Hill,4/30/2021,267614781,5/12/2021,93,280,852639.69
845,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Penelope Newman,5/5/2021,312404668,6/21/2021,67,600,518004.74
846,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Carolyn Edmunds,5/7/2021,711141002,6/14/2021,81,2000,855385.6
847,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Adam Reid,5/8/2021,446970021,5/9/2021,67,900,1111851.02
848,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Connor Black,5/15/2021,971377074,5/15/2021,81,2000,597159.57
849,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,William Coleman,5/17/2021,370222795,6/11/2021,66,700,1533466.96
850,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Grace Davidson,5/21/2021,724799668,5/27/2021,55,500,1391607.6
851,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Zoe Dowd,5/22/2021,606017291,6/12/2021,67,600,231949.74
852,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Victor Robertson,5/27/2021,359911954,6/23/2021,81,2000,732384
853,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Natalie Chapman,5/29/2021,459212481,6/16/2021,81,2000,21489.93
854,Skin Care Clinic,"Abagon, Gerona, Tarlac",Skin Peeling,Provamed Gluta,Dan Brown,5/31/2021,566935575,6/7/2021,93,280,71747.7
855,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Nicola Young,6/2/2021,447917163,6/24/2021,67,1200,355732.65
856,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Gavin Oliver,6/16/2021,681941401,7/28/2021,67,1200,22301.5
857,Skin Care Clinic,"Caturay, Gerona, Tarlac",Diamond Peel,Vitamin E Cream,Rebecca Mackenzie,6/16/2021,902424991,7/4/2021,94,700,706276.64
858,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Rebecca Howard,6/24/2021,366526925,7/14/2021,81,2000,353527.86
859,Skin Care Clinic,"Caturay, Gerona, Tarlac",Diamond Peel,Vitamin E Cream,Anna Lyman,6/28/2021,914391076,8/4/2021,94,700,818944.32
860,Skin Care Clinic,"Abagon, Gerona, Tarlac",Skin Peeling,Provamed Gluta,Jan Ellison,7/2/2021,292180383,8/15/2021,93,280,14209.59
861,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Carolyn McLean,7/3/2021,212874114,8/17/2021,93,280,1280858.04
862,Skin Care Clinic,"Abagon, Gerona, Tarlac",Skin Peeling,Provamed Gluta,Bernadette Cameron,7/3/2021,722088277,7/3/2021,98,280,7669.26
863,Skin Care Clinic,"Caturay, Gerona, Tarlac",Diamond Peel,Vitamin E Cream,Madeleine Parsons,7/9/2021,837407815,7/20/2021,94,700,703326.08
864,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Michael Pullman,7/12/2021,225666320,8/21/2021,55,500,3731064.8
865,Skin Care Clinic,"Caturay, Gerona, Tarlac",Diamond Peel,Vitamin E Cream,Ian Short,7/14/2021,734526431,8/2/2021,94,700,169274.72
866,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,William Hudson,7/15/2021,565798747,8/9/2021,98,280,538753.53
867,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Alexander Edmunds,7/15/2021,784117686,7/17/2021,67,900,1032664.18
868,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Victoria Forsyth,7/19/2021,458942115,7/29/2021,67,600,2043.25
869,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,James Paige,7/24/2021,611809146,8/1/2021,81,2000,4528865.79
